110075000150.0;—15х75;ГОСТ 103-2006;8.831
110075000160.0;—16х75;ГОСТ 103-2006;9.42
110075000180.0;—18х75;ГОСТ 103-2006;10.598
110075000200.0;—20х75;ГОСТ 103-2006;11.775
110075000220.0;—22х75;ГОСТ 103-2006;12.953
110075000250.0;—25х75;ГОСТ 103-2006;14.719
110075000280.0;—28х75;ГОСТ 103-2006;16.485
110075000300.0;—30х75;ГОСТ 103-2006;17.663
110075000320.0;—32х75;ГОСТ 103-2006;18.84
110075000360.0;—36х75;ГОСТ 103-2006;21.195
110075000400.0;—40х75;ГОСТ 103-2006;23.55
110075000450.0;—45х75;ГОСТ 103-2006;26.494
110075000500.0;—50х75;ГОСТ 103-2006;29.438
110075000560.0;—56х75;ГОСТ 103-2006;32.97
110075000600.0;—60х75;ГОСТ 103-2006;35.325
110080000050.0;—5х80;ГОСТ 103-2006;3.14
110080000060.0;—6х80;ГОСТ 103-2006;3.768
110080000070.0;—7х80;ГОСТ 103-2006;4.396
110080000080.0;—8х80;ГОСТ 103-2006;5.024
110080000090.0;—9х80;ГОСТ 103-2006;5.652
110080000100.0;—10х80;ГОСТ 103-2006;6.28
110080000110.0;—11х80;ГОСТ 103-2006;6.908
110080000120.0;—12х80;ГОСТ 103-2006;7.536
110080000140.0;—14х80;ГОСТ 103-2006;8.792
110080000150.0;—15х80;ГОСТ 103-2006;9.42
110080000160.0;—16х80;ГОСТ 103-2006;10.048
110080000180.0;—18х80;ГОСТ 103-2006;11.304
110080000200.0;—20х80;ГОСТ 103-2006;12.56
110080000220.0;—22х80;ГОСТ 103-2006;13.816
110080000250.0;—25х80;ГОСТ 103-2006;15.7
110080000280.0;—28х80;ГОСТ 103-2006;17.584
110080000300.0;—30х80;ГОСТ 103-2006;18.84
110080000320.0;—32х80;ГОСТ 103-2006;20.096
110080000350.0;—35х80;ГОСТ 103-2006;21.98
110080000360.0;—36х80;ГОСТ 103-2006;22.608
110080000400.0;—40х80;ГОСТ 103-2006;25.12
110080000450.0;—45х80;ГОСТ 103-2006;28.26
110080000500.0;—50х80;ГОСТ 103-2006;31.4
110080000560.0;—56х80;ГОСТ 103-2006;35.168
110080000600.0;—60х80;ГОСТ 103-2006;37.68
